TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,EventAlert_Machine,RangeW_Machine,PupilChange_Human,Reliability_Machine,AverageTrust_Human,TrustChange_Human,ModeDelta_H2M
0,3, ,autonomous,49.9992370489,1,49.9992370489,0,1,0,0,20,0,20,0,1,0,4.24,4.45,458.3581610671, ,0, ,,0,0,0.8,3,0,0
1,3, ,autonomous,0,1,0,2.8523689631,1,0,-4.250870464,20,0,20,-4.250870464,1,1.1006632961,4.15,4.24,462.8129772759, ,0, ,,0,-0.15,0.8,3,0,0
2,3, ,autonomous,0,1,0,2.8523689631,1,0,-2.6401533144,20,0,20,-2.6401533144,1,3.0641576302,4.35,4.67,467.6830979328, ,0, ,,0,0.315,0.8,3,0,0
3,3, ,autonomous,0,1,0,2.8523689631,1,0,-1.7324642348,20,0,20,-1.7324642348,1,4.2726172087,4.27,4.51,465.3976823195, ,0, ,,0,-0.12,0.8,3,0,0
4,3, ,autonomous,0,1,0,2.8523689631,1,0,-1.3673020744,20,0,20,-1.3673020744,1,4.9220544556,4.21,4.37,467.6830979328, ,0, ,,0,-0.1,0.8,3,0,0
5,3, ,autonomous,0,1,0,2.8523689631,1,0,-1.0871471231,20,0,20,-1.0871471231,1,5.5678538734,4.47,4.53,472.9921483303, ,0, ,,0,0.21,0.8,3,0,0
6,3, ,autonomous,0,1,0,2.8523689631,1,0,-0.8328539001,20,0,20,-0.8328539001,1,6.4040633703,4.43,4.64,478.7666969886, ,0, ,,0,0.035,0.8,3,0,0
7,3, ,autonomous,0,1,0,2.8523689631,1,0,-0.6283352647,20,0,20,-0.6283352647,1,6.9788898016,4.07,4.14,483.278561763, ,0, ,,0,-0.43,0.8,3,0,0
8,3, ,autonomous,0,1,0,2.8523689631,1,0,-0.439822629,20,0,20,-0.439822629,1,7.492685155,4.04,4.25,486.8075163081, ,0, ,,0,0.04,0.8,3,0,12
9,3, ,autonomous,0,1,0,2.8523689631,1,0,-0.3061486915,20,0,20,-0.3061486915,1,7.8946525755,4.2,4.12,491.4729444144, ,0, ,,0,0.015,0.8,3,0,12
10,3, ,autonomous,0,1,0,2.8523689631,1,0,-0.2091058256,20,0,20,-0.2091058256,1,8.2316245441,4.3,4.26,501.45421723, ,0, ,,0,0.12,0.8,3,0,12
11,3,obstacle alarm,autonomous,0,1,0,2.8523689631,1,0,-0.1432081844,20,0,20,-0.1432081844,1,8.5492553782,4.5,4.59,488.2335709403, ,0,false alarm,false alarm,38.4611968994,0.265,0.8,3,0,12
12,3,obstacle alarm,autonomous,0,1,0,3.4099336233,1,0,-0.094500822,20,0,20,-0.094500822,1,8.8657202164,4.44,4.61,483.9802536057, ,0,false alarm,,30.0436019897,-0.02,0.8,3,0,12
13,3,obstacle alarm,autonomous,0,1,0,2.9155413138,1,0,-0.0607624024,20,0,20,-0.0607624024,1,9.1813648794,4.19,4.22,454.60744647, ,0,false alarm,,21.3955116272,-0.32,0.8,3,0,12
14,3, ,autonomous,0,1,0,2.907301442,1,0,-0.0429562836,20,0,20,-0.0429562836,1,9.6906158377,4.3,4.55,413.958686923, ,0, ,,0,0.22,0.8,3,0,12
15,3, ,autonomous,0,1,0,2.9622339208,1,0,3.1712857456,20,0,20,3.1712857456,1,10.0157426421,4.7,4.72,419.6919461116, ,0, ,,0,0.285,0.8,3,0,12
16,3, ,autonomous,0,1,0,3.8246738384,1,0,-2.69571017,20,0,20,-2.69571017,1,10.0735316396,4.59,4.53,434.1785342133, ,0, ,,0,-0.15,0.8,3,0,12
17,0, ,manual,0,1,0,3.8081940948,1,0,-7.6163881895,0,0,20,1.9674807577,1,10.353630698,4.63,4.58,419.1641866119, ,0, ,,0,0.045,0.8,3,-3,0
18,0, ,manual,0,1,0,2.1602197299,1,0,-4.3204394598,0,0,20,40.8163886686,1,10.3085060677,4.76,4.86,404.1710451863, ,0, ,,0,0.205,0.8,3,0,0
19,0, ,manual,0,1,0,-4.3987182422,1,0,8.7974364843,0,0,20,64.9528249463,1,10.1781243955,4.6,4.65,404.9074786411, ,0, ,,0,-0.185,0.8,3,0,0
20,0, ,manual,0,1,0,-3.9757381552,1,0,7.9514763104,0,0,20,51.5788268138,1,10.0486164915,4.36,4.37,421.8163411651, ,0, ,,0,-0.26,0.8,3,0,0
21,0, ,manual,0,1,0,0.045319295,1,0,-0.0906385901,0,0,20,30.4283870748,1,9.919958133,4.53,4.62,437.0247356, ,0, ,,0,0.21,0.8,3,0,0
22,0, ,manual,0,1,0,0.0260929274,1,0,-0.0521858549,0,0,20,29.367828009,1,9.7921719176,4.06,4.12,458.3581610671, ,0, ,,0,-0.485,0.8,3,0,0
23,0, ,manual,0,1,22.6428625925,-0.2760357061,1,0,0.5520714122,22.6428625925,0,20,25.1129012249,1,9.6630554941,4.51,4.77,462.8129772759, ,0, ,,0,0.55,0.8,3,0,0
24,0, ,manual,0,1,0,0.5589379721,1,0,-1.1178759442,0,0,20,22.7816427674,1,9.856898911,4.32,4.24,466.7008913987, ,0, ,,0,-0.36,0.8,3,0,0
25,0, ,manual,0,1,0,0.5589379721,1,0,-1.1178759442,0,0,20,25.4325196297,1,10.2918432231,4.34,4.64,477.0537162484, ,0, ,,0,0.21,0.8,3,0,0
26,0, ,manual,0,1,0,0.5314717327,1,0,-1.0629434653,0,0,20,30.0712280396,1,10.1615236549,4.08,4,487.8762745768, ,0, ,,0,-0.45,0.8,3,0,0
27,0, ,manual,0,1,0,0.0260929274,1,0,-0.0521858549,0,0,20,31.2505118228,1,10.0321250428,3.98,3.89,502.2097227802, ,0, ,,0,-0.105,0.8,3,0,0
28,0, ,manual,0,1,0,0.1524376287,1,0,-0.3048752575,0,0,20,41.4970618274,1,9.9100002783,4.23,4.15,514.2181313313, ,0, ,,0,0.255,0.8,3,0,0
29,0, ,manual,0,1,0,0.1524376287,1,0,-0.3048752575,0,0,20,47.764755477,1,9.7759162465,4.49,4.36,522.6845076312, ,0, ,,0,0.235,0.8,3,0,0
30,0, ,manual,0,1,14.7219043259,-0.3941405356,1,0,0.7882810712,14.7219043259,0,20,52.7061900645,1,9.6490773865,4.26,4.15,533.5609860207, ,0, ,,0,-0.22,0.8,3,0,0
31,0, ,manual,0,1,20.6622415503,-1.2043945983,1,0,2.4087891966,20.6622415503,0,20,53.9124323945,1,9.5242547955,4.58,4.48,528.0667476369, ,0, ,,0,0.325,0.8,3,0,0
32,0, ,manual,0,1,17.8576333257,-6.8020141909,1,0,13.6040283818,17.8576333257,0,20,37.4538626142,1,9.8330318202,4.55,4.66,531.0110450297, ,0, ,,0,0.075,0.8,3,0,0
33,0, ,manual,0,1,12.823682002,-16.593728542,1,0,33.187457084,12.823682002,0,20,-48.0421964563,1,10.0537625388,4.81,5,555.3395901594, ,0, ,,0,0.3,0.8,3,0,0
34,0, ,manual,0,1,0,-25.5394827192,1,0,51.0789654383,0,0,20,-131.2615389839,1,10.0565934318,4.95,4.82,540.0442836313, ,0, ,,0,-0.02,0.8,3,0,0
35,0, ,manual,0,1,0,-28.7695124743,1,0,57.5390249485,0,0,20,-46.5847306118,1,9.956837999,4.75,4.73,510.6730671024, ,0, ,,0,-0.145,0.8,3,0,0
36,0, ,manual,0,1,0,-21.4717326619,1,0,42.9434653239,0,0,20,-67.580022305,1,9.8283453533,4.75,4.67,504.4899606498, ,0, ,,0,-0.03,0.8,3,0,0
37,0, ,manual,0,1,0,-6.1071183337,1,0,12.2142366674,0,0,20,-71.4473057832,1,9.7005732267,4.56,4.78,505.6378621631, ,0, ,,0,-0.04,0.8,3,0,0
38,0, ,manual,0,1,0,-6.1181048295,1,0,12.236209659,0,0,20,-22.3044712024,1,9.574222036,4.08,4.06,512.6364894653, ,0, ,,0,-0.6,0.8,3,0,0
39,0, ,manual,0,1,0,-10.2847333486,1,0,20.5694666972,0,0,20,6.6826277597,1,9.4487407946,4.15,4.15,525.1549207016, ,0, ,,0,0.08,0.8,3,0,0
40,0, ,manual,0,1,0,-9.6639963378,1,0,19.3279926757,0,0,20,9.1891988718,1,9.3240482965,4.4,4.14,531.0110450297, ,0, ,,0,0.12,0.8,3,0,0
41,0, ,manual,0,1,0,-9.1696040284,1,0,18.3392080568,0,0,20,-14.7050630004,1,9.2001114623,4.54,4.56,526.8148772521, ,0, ,,0,0.28,0.8,3,0,0
42,0, ,manual,0,1,0,-3.2286564431,1,0,6.4573128862,0,0,20,-24.3526811221,1,9.0768265525,4.71,4.39,521.0504376824, ,0, ,,0,0,0.8,3,0,0
43,0, ,manual,0,1,0,-1.3197528038,1,0,2.6395056077,0,0,20,-6.1333110071,1,8.9544145675,4.87,4.53,528.4853609555, ,0, ,,0,0.15,0.8,3,0,0
44,0, ,manual,0,1,0,-0.4023804074,1,0,0.8047608148,0,0,20,28.9909333737,1,8.8327665106,4.76,4.68,532.708288941, ,0, ,,0,0.02,0.8,3,0,0
45,0, ,manual,0,1,0,-5.4341954681,1,0,10.8683909361,0,0,20,82.585174219,1,8.7118622038,5.04,4.79,538.7350501024, ,0, ,,0,0.195,0.8,3,0,0
46,0, ,manual,0,1,0,-3.0116731518,1,0,6.0233463035,0,0,20,118.6398208531,1,8.5917239921,5,5,544.4547285893, ,0, ,,0,0.085,0.8,3,0,0
47,0,truck alarm,manual,0,1,2.751201648,16.6486610208,1,0,-33.2973220417,2.751201648,0,20,-38.5514197203,1,8.4725146038,4.33,4.31,533.1342965293,truck detected,35.350818634,truck detected,truck detected,30.4071331024,-0.68,0.8,3,0,0
48,0,truck alarm,manual,0,1,20.4974441138,31.5353627832,1,0,-63.0707255665,20.4974441138,0,20,-121.4109347442,1,8.3644536127,4.61,4.28,521.866193508, ,0,truck detected,,9.6491737366,0.125,0.8,3,0,0
49,0, ,manual,0,1,24.4586861982,29.7912565805,1,0,-59.5825131609,24.4586861982,0,20,-70.2540000074,1,8.5735522961,4.71,4.74,526.8148772521, ,0, ,,0,0.28,0.8,3,0,0
50,0, ,manual,0,1,23.137254902,15.9757381552,1,0,-31.9514763104,23.137254902,0,20,-23.0217770077,1,8.9993368809,4.72,4.36,514.6150679292, ,0, ,,0,-0.185,0.8,3,0,0
51,0, ,manual,0,1,22.5604638743,16.1542687114,1,0,-32.3085374228,22.5604638743,0,20,-42.9070913657,1,9.433898862,4.06,4.02,507.9494082389, ,0, ,,0,-0.5,0.8,3,0,0
52,0, ,manual,0,1,28.2551308461,18.46692607,1,0,-36.9338521401,28.2551308461,0,20,-25.0758020003,1,10.0512337336,4.32,4.33,512.6364894653, ,0, ,,0,0.285,0.8,3,0,0
53,0, ,manual,0,1,26.935225452,10.0073243305,1,0,-20.014648661,26.935225452,0,20,11.8283561379,1,10.5492517905,4.44,4.06,573.0002292001, ,0, ,,0,-0.075,0.8,3,0,0
54,0, ,manual,0,1,48.4763866636,6.7141222248,1,0,-13.4282444495,48.4763866636,0,20,-11.9998505343,1,10.9371243205,4.48,4.35,512.2425980945, ,0, ,,0,0.165,0.8,3,0,0
55,0, ,manual,0,1,35.6862745098,10.9082169833,1,0,-21.8164339666,35.6862745098,0,20,-27.4137768637,1,12.0899208882,4.32,4.18,525.1549207016, ,0, ,,0,-0.165,0.8,3,0,0
56,0, ,manual,0,1,38.9044022278,7.406271458,1,0,-14.812542916,38.9044022278,0,20,-20.6810234592,1,13.2001284776,4.5,4.44,481.5332017143, ,0, ,,0,0.22,0.8,3,0,0
57,0, ,manual,0,1,0,8.0544747082,1,0,-16.1089494163,0,0,20,-30.27873655,1,14.0575126575,4.57,4.61,486.8075163081, ,0, ,,0,0.12,0.8,3,0,0
58,0, ,manual,0,1,0,6.7058823529,1,0,-13.4117647059,0,0,20,-19.5253340452,1,13.9061502548,4.39,4.42,490.7493742945, ,0, ,,0,-0.185,0.8,3,0,0
59,0, ,manual,0,1,0,3.9784847791,1,0,-7.9569695583,0,0,20,-2.3426633564,1,13.7478424386,4.31,4.33,493.2912391476, ,0, ,,0,-0.085,0.8,3,0,0
60,0, ,manual,0,1,0,4.0581368734,1,0,-8.1162737469,0,0,20,0.6367688046,1,13.5909108476,3.96,3.86,495.123038075, ,0, ,,0,-0.41,0.8,3,0,0
61,0, ,manual,0,1,0,2.5749599451,1,0,-5.1499198901,0,0,20,13.8856957568,1,13.4353233783,4.47,5,491.1108928396, ,0, ,,0,0.825,0.8,3,0,0
62,0, ,manual,0,1,0,2.3662165255,1,0,-4.732433051,0,0,20,26.1491696695,1,13.2810584736,4.52,4.46,485.3897679837, ,0, ,,0,-0.245,0.8,3,0,0
63,0, ,manual,0,1,0,0.6660563058,1,0,-1.3321126116,0,0,20,39.0955535436,1,13.1280889678,4.36,4.5,483.9802536057, ,0, ,,0,-0.06,0.8,3,0,0
64,0, ,manual,0,1,0,-1.220874342,1,0,2.4417486839,0,0,20,38.7859783151,1,12.9763966663,4.33,4.23,482.5789016504, ,0, ,,0,-0.15,0.8,3,0,0
65,0, ,manual,0,1,0,-1.8251316091,1,0,3.6502632181,0,0,20,35.5470313049,1,12.825956717,4.36,4.38,485.0366202648, ,0, ,,0,0.09,0.8,3,0,0
66,0, ,manual,0,1,0,-5.1815060655,1,0,10.3630121309,0,0,20,39.263771899,1,12.6767514183,4.33,4.44,492.1986513757, ,0, ,,0,0.015,0.8,3,0,0
67,0, ,manual,0,1,0,-20.0325017166,1,0,40.0650034333,0,0,20,19.320615772,1,12.5288892246,4.68,4.5,517.0096163789, ,0, ,,0,0.205,0.8,3,0,0
68,0, ,manual,0,1,0,-13.7756923781,1,0,27.5513847562,0,0,20,-42.6857185326,1,12.3820699844,4.12,4.08,512.2425980945, ,0, ,,0,-0.49,0.8,3,0,0
69,0, ,manual,0,1,0,-5.1897459373,1,0,10.3794918746,0,0,20,-36.8039610525,1,12.2363100873,4.32,4.51,475.6921320521, ,0, ,,0,0.315,0.8,3,0,0
70,0, ,manual,0,1,0,-2.390936141,1,0,4.781872282,0,0,20,-35.0065229709,1,12.0917692889,3.79,4.2,468.9991558015, ,0, ,,0,-0.42,0.8,3,0,0
71,0, ,manual,0,1,0,-1.8059052415,1,0,3.6118104829,0,0,20,-11.4701695527,1,11.9483866973,3.77,3.71,475.6921320521, ,0, ,,0,-0.255,0.8,3,0,0
72,0, ,manual,0,1,0,-3.9565117876,1,0,7.9130235752,0,0,20,18.8975898937,1,11.8061139394,4,4.04,469.9910701697, ,0, ,,0,0.28,0.8,3,0,0
73,0, ,manual,0,1,15.7946135653,-5.486381323,1,0,10.9727626459,15.7946135653,0,20,30.6183016475,1,11.684386407,4.3,4.37,479.1107704101, ,0, ,,0,0.315,0.8,3,0,0
74,0, ,manual,0,1,16.1242084382,-5.486381323,1,0,10.9727626459,16.1242084382,0,20,26.4697023274,1,11.8039293533,4.09,4.12,482.2298307373, ,0, ,,0,-0.23,0.8,3,0,0
75,0, ,manual,0,1,16.7849240864,-4.8381780728,1,0,9.6763561456,16.7849240864,0,20,32.6278232676,1,11.9749498278,4.35,4.5,488.5913910197, ,0, ,,0,0.32,0.8,3,0,0
76,0, ,manual,0,1,15.4634927901,-4.8491645686,1,0,9.6983291371,15.4634927901,0,20,25.3301978279,1,12.1614478146,3.97,3.95,493.6565137977, ,0, ,,0,-0.465,0.8,3,0,0
77,0, ,manual,0,1,15.4634927901,-5.5962462806,1,0,11.1924925612,15.4634927901,0,20,34.2866831403,1,12.3091160044,4.31,4.31,496.9684921976, ,0, ,,0,0.35,0.8,3,0,0
78,0, ,manual,0,1,15.0514991989,-9.7711146715,1,0,19.5422293431,15.0514991989,0,20,45.3189383195,1,12.4384970315,4.45,4.32,501.0773162299, ,0, ,,0,0.075,0.8,3,0,0
79,0, ,manual,0,1,14.2259861143,-10.2298008698,1,0,20.4596017395,14.2259861143,0,20,8.2395789236,1,12.5490114075,4.32,4.37,485.3897679837, ,0, ,,0,-0.04,0.8,3,0,0
80,0, ,manual,0,1,0,-10.4275577935,1,0,20.8551155871,0,0,20,-23.3398835291,1,12.5771261595,4.74,4.84,473.3279689497, ,0, ,,0,0.445,0.8,3,0,0
81,0, ,manual,0,1,0,-10.6363012131,1,0,21.2726024262,0,0,20,-54.9732707046,1,12.433655185,4.52,5,477.3953310737, ,0, ,,0,-0.03,0.8,3,0,0
82,0, ,manual,0,1,0,-9.2300297551,1,0,18.4600595102,0,0,20,-71.8977627516,1,12.3021404149,4.67,4.66,485.3897679837, ,0, ,,0,-0.095,0.8,3,0,0
83,0, ,manual,0,1,0,-10.4193179217,1,0,20.8386358434,0,0,20,-41.7765863138,1,12.1426944619,4.55,4.53,489.3086069384, ,0, ,,0,-0.125,0.8,3,0,0
84,0, ,manual,0,1,0,-20.4087891966,1,0,40.8175783932,0,0,20,12.158307677,1,12.0062577503,4.27,5,495.123038075, ,0, ,,0,0.095,0.8,3,0,0
85,0, ,manual,0,1,0,-20.3648432136,1,0,40.7296864271,0,0,20,44.1749340712,1,11.8707052097,4.51,4.5,494.3886883868, ,0, ,,0,-0.13,0.8,3,0,0
86,0, ,manual,0,1,0,-7.6919203479,1,0,15.3838406958,0,0,20,-32.0070320462,1,11.7147182418,4.42,4.44,497.7105315548, ,0, ,,0,-0.075,0.8,3,0,0
87,0, ,manual,0,1,0,7.3348592355,1,0,-14.669718471,0,0,20,-52.1470455281,1,11.5741680313,4.59,4.64,504.8720149442, ,0, ,,0,0.185,0.8,3,0,0
88,0, ,manual,0,1,0,3.2588693065,1,0,-6.517738613,0,0,20,0.245658352,1,11.4346948601,4.85,4.75,500.3252113874, ,0, ,,0,0.185,0.8,3,0,0
89,0, ,manual,0,1,13.2356755932,-0.8336003662,1,0,1.6672007324,13.2356755932,0,20,37.324328954,1,11.2962823205,4.82,4.76,484.6839860411, ,0, ,,0,-0.01,0.8,3,0,0
90,0, ,manual,0,1,16.04180972,-1.0231174182,1,0,2.0462348363,16.04180972,0,20,50.2022360387,1,11.1584010717,4.94,4.79,457.1010650455, ,0, ,,0,0.075,0.8,3,0,0
91,0, ,manual,0,1,15.6282902266,-0.3474479286,1,0,0.6948958572,15.6282902266,0,20,47.1820813771,1,11.0638036946,4.61,4.56,452.7550142618, ,0, ,,0,-0.28,0.8,3,0,0
92,0, ,manual,0,1,15.6282902266,-0.1963836118,1,0,0.3927672236,15.6282902266,0,20,35.9034576247,1,11.0371296138,4.98,4.82,461.8510992056, ,0, ,,0,0.315,0.8,3,0,0
93,0, ,manual,0,1,14.9691004807,0.8006408789,1,0,-1.6012817578,14.9691004807,0,20,21.1621089919,1,11.0111659598,4.53,4.68,468.9991558015, ,0, ,,0,-0.295,0.8,3,0,0
94,0, ,manual,0,1,18.1872281987,0.234836347,1,0,-0.469672694,18.1872281987,0,20,8.9673877297,1,11.0304567909,4.44,5,502.588329899, ,0, ,,0,0.115,0.8,3,0,0
95,0, ,manual,0,1,20.4150453956,1.1796749828,1,0,-2.3593499657,20.4150453956,0,20,-23.1830698311,1,11.1846749391,4.66,4.65,488.2335709403, ,0, ,,0,-0.065,0.8,3,0,0
96,0, ,manual,0,1,19.5071335927,-2.0750743877,1,0,4.1501487755,19.5071335927,0,20,-65.5016441335,1,11.4015250525,4.83,4.78,473.3279689497, ,0, ,,0,0.15,0.8,3,0,0
97,0,obstacle alarm,manual,0,1,21.8173495079,-1.1412222477,1,0,2.2824444953,21.8173495079,0,20,-146.3677630568,1,11.6282467828,4.14,4.24,450.004500045, ,0,obstacle detected,obstacle detected,36.950553894,-0.615,0.8,3,0,0
98,0,obstacle alarm,manual,0,1,23.6331731136,0.8995193408,1,0,-1.7990386816,23.6331731136,0,20,958.294392624,1,11.8893178009,4.44,4.47,424.7727465806, ,0,obstacle detected,,25.4201450348,0.265,0.8,3,0,0
99,0,obstacle alarm,manual,0,1,25.4489967193,8.1176470588,1,0,-16.2352941176,25.4489967193,0,20,-71.4254309922,1,12.198194196,4.78,4.45,432.4885390537, ,0,obstacle detected,,13.6898832321,0.16,0.8,3,0,0
100,0,obstacle alarm,manual,0,1,21.6525520714,14.671091783,1,0,-29.342183566,21.6525520714,0,20,-82.3878700281,1,12.5272411256,4.92,4.85,452.4477422858, ,0,obstacle detected,,6.9964799881,0.27,0.8,3,0,0
101,0, ,manual,0,1,20.6622415503,16.3712520027,1,0,-32.7425040055,20.6622415503,0,20,-15.019930777,1,12.7841553483,4.93,4.8,464.4250417983, ,0, ,,0,-0.02,0.8,3,0,0
102,0, ,manual,0,1,18.6816205081,11.6360723278,1,0,-23.2721446555,18.6816205081,0,20,86.1597229589,1,13.1216479756,4.9,4.79,463.4564582657, ,0, ,,0,-0.02,0.8,3,0,0
103,0, ,manual,0,1,16.1242084382,7.3156328679,1,0,-14.6312657359,16.1242084382,0,20,181.852585843,1,13.3259811694,4.79,4.96,466.7008913987, ,0, ,,0,0.03,0.8,3,0,0
104,0, ,manual,0,1,19.8367284657,0.7374685283,1,0,-1.4749370565,19.8367284657,0,20,7.8633175109,1,13.4619678034,4.44,4.32,476.0317989242, ,0, ,,0,-0.495,0.8,3,0,0
105,0, ,manual,0,1,21.0742351415,3.3577477684,1,0,-6.7154955367,21.0742351415,0,20,9.6629544029,1,13.6620385105,4.04,3.98,459.939288014, ,0, ,,0,-0.37,0.8,3,0,0
106,0, ,manual,0,1,21.8173495079,6.3982604715,1,0,-12.796520943,21.8173495079,0,20,13.6978542679,1,13.8805002375,4.47,4.54,466.7008913987, ,0, ,,0,0.495,0.8,3,0,0
107,0, ,manual,0,1,16.5362020295,2.5117875944,1,0,-5.0235751888,16.5362020295,0,20,11.2355210269,1,14.0775262893,4.69,4.64,478.0800305971, ,0, ,,0,0.16,0.8,3,0,0
108,0, ,manual,0,1,14.3083848325,-6.8734264134,1,0,13.7468528267,14.3083848325,0,20,-55.8268965999,1,14.1713505707,4.63,4.63,481.5332017143, ,0, ,,0,-0.035,0.8,3,0,0
109,0, ,manual,0,1,15.7946135653,-25.2071412222,1,0,50.4142824445,15.7946135653,0,20,-30.5675689955,1,14.2032793057,4.67,4.67,498.0823828261, ,0, ,,0,0.04,0.8,3,0,0
110,0, ,manual,0,1,15.3810940719,-30.8487067979,1,0,61.6974135958,15.3810940719,0,20,-87.8776338632,1,14.2604978765,4.74,4.63,495.123038075, ,0, ,,0,0.015,0.8,3,0,0
111,0, ,manual,0,1,15.1338979171,-18.1043717098,1,0,36.2087434195,15.1338979171,0,20,1000.1131330402,1,14.299918938,4.69,4.82,484.3318641933, ,0, ,,0,0.07,0.8,3,0,0
112,0, ,manual,0,1,20.6622415503,-16.4591439689,1,0,32.9182879377,20.6622415503,0,20,99.3711050524,1,14.3442244961,4.64,4.56,487.51950078, ,0, ,,0,-0.155,0.8,3,0,0
113,0, ,manual,0,1,32.7992675669,-20.0215152209,1,0,40.0430304417,32.7992675669,0,20,150.7432224385,1,14.4919031834,4.92,4.89,520.643515385, ,0, ,,0,0.305,0.8,3,0,0
114,0, ,manual,0,1,23.3035782406,-21.0762188144,1,0,42.1524376287,23.3035782406,0,20,-965.99026227,1,14.6886861138,4.17,4.18,541.3598960589, ,0, ,,0,-0.73,0.8,3,0,0
115,0, ,manual,0,1,19.8367284657,-27.187457084,1,0,54.374914168,19.8367284657,0,20,-0.0041476144,1,14.9481816848,4.13,4.05,502.967508299, ,0, ,,0,-0.085,0.8,3,0,0
116,0, ,manual,0,1,20.1678492409,-30.6866559854,1,0,61.3733119707,20.1678492409,0,20,-12.4678413151,1,15.0643896998,4.49,4.5,496.5983016338, ,0, ,,0,0.405,0.8,3,0,0
117,0, ,manual,0,1,17.9400320439,-30.4971389334,1,0,60.9942778668,17.9400320439,0,20,-87.2034266505,1,15.1728853037,4.59,4.58,509.1131249364, ,0, ,,0,0.09,0.8,3,0,0
118,0, ,manual,0,1,17.6089112688,-23.1004806592,1,0,46.2009613184,17.6089112688,0,20,1002.7986357046,1,15.2405378463,4.76,4.77,498.8277547763, ,0, ,,0,0.18,0.8,3,0,0
119,0, ,manual,0,1,17.4441138323,-23.108720531,1,0,46.217441062,17.4441138323,0,20,50.5657169965,1,15.2962862907,4.7,4.7,490.7493742945, ,0, ,,0,-0.065,0.8,3,0,0
120,0, ,manual,0,1,12.9060807202,-24.1084916457,1,0,48.2169832914,12.9060807202,0,20,22.6568428967,1,15.327015035,4.8,4.93,495.4910316123, ,0, ,,0,0.165,0.8,3,0,0
121,0, ,manual,0,1,0,-24.6742961776,1,0,49.3485923552,0,0,20,-11.0292230079,1,15.2392221388,4.88,4.73,499.5753609432, ,0, ,,0,-0.06,0.8,3,0,0
122,0, ,manual,0,1,0,-24.4600595102,1,0,48.9201190204,0,0,20,-34.0843736466,1,15.0766836876,4.94,4.82,497.3392350923, ,0, ,,0,0.075,0.8,3,0,0
123,0, ,manual,0,1,0,-24.0727855344,1,0,48.1455710689,0,0,20,-50.8384403824,1,14.9143869161,4.72,4.59,496.2286621675, ,0, ,,0,-0.225,0.8,3,0,0
124,0,pedestrian alarm,manual,0,1,0,-28.5442893111,1,0,57.0885786221,0,6.1799716949,0,-19.6843168172,1,14.7535339967,4.34,4.24,503.7275841225, ,0,pedestrian detected,pedestrian detected,30.764005661,-0.365,0.8,3,0,0
125,0, ,manual,0,1,0,-38.4980544747,1,0,76.9961089494,0,0,20,198.6138871622,1,14.5941307709,4.76,4.65,515.4107823936, ,0, ,,0,0.415,0.8,3,0,0
126,0, ,manual,0,1,0,-18.8075074388,1,0,37.6150148775,0,0,20,26.1910913818,1,14.4358401687,4.73,4.73,474.0010428023, ,0, ,,0,0.025,0.8,3,0,0
127,0, ,manual,0,1,0,17.3243305104,1,0,-34.6486610208,0,0,20,-127.0238222937,1,14.2789991841,5.53,5,467.027834859, ,0, ,,0,0.535,0.8,3,0,0
128,0, ,manual,0,1,0,10.8010986496,1,0,-21.6021972992,0,0,20,-3.8566526874,1,14.1312112404,4.74,4.72,468.9991558015, ,0, ,,0,-0.535,0.8,3,0,0
129,0, ,manual,0,1,15.9594110018,1.404898146,1,0,-2.8097962921,15.9594110018,0,20,102.6542728134,1,13.9679049259,4.78,4.54,424.5022710872, ,0, ,,0,-0.07,0.8,3,0,0
130,0, ,manual,0,1,21.5701533532,-7.2414740215,1,0,14.482948043,21.5701533532,0,20,146.3259564018,1,13.8994285497,4.57,4.55,420.2210362651, ,0, ,,0,-0.1,0.8,3,0,0
131,0, ,manual,0,1,26.8528267338,-4.5058365759,1,0,9.0116731518,26.8528267338,0,20,120.386639466,1,14.1016080371,4.26,4.5,425.3147329023, ,0, ,,0,-0.18,0.8,3,0,0
132,0, ,manual,0,1,28.5847257191,-1.2565804532,1,0,2.5131609064,28.5847257191,0,20,85.9764924397,1,14.3643112076,4.01,3.99,432.4885390537, ,0, ,,0,-0.38,0.8,3,0,0
133,0, ,manual,0,1,25.944914931,1.7289997711,1,0,-3.4579995422,25.944914931,0,20,76.1651211156,1,14.6750362389,3.98,3.99,440.4898246851, ,0, ,,0,-0.015,0.8,3,0,0
134,0, ,manual,0,1,22.807660029,0.9462119478,1,0,-1.8924238956,22.807660029,0,20,81.6373713531,1,14.9081258022,4.28,4.24,444.8992303243, ,0, ,,0,0.275,0.8,3,0,0
135,0, ,manual,0,1,0,0.2623025864,1,0,-0.5246051728,0,0,20,91.7818681735,1,14.9666866708,4.46,4.46,449.3978069387, ,0, ,,0,0.2,0.8,3,0,0
136,0, ,manual,0,1,0,-1.3279926757,1,0,2.6559853513,0,0,20,87.7919404436,1,14.8055745246,4.55,4.52,454.9176599036, ,0, ,,0,0.075,0.8,3,0,0
