TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,ManualBrake_H2M,ManualGear_H2M,ManualThrottle_H2M,ManualWheel_H2M,CurrentGear_Machine,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,AutoBrake_Machine,AutoThrottle_Machine,AutoWheel_Machine,AutoGear_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,RangeW_Machine,HeartRate,PupilChange_Human,Reliability_Machine,Weather,AverageTrust_Human,TrustChange_Human,CurrentWheel_MachineDelta,Speed_Delta
38,3,cyclist alarm,autonomous,0,1,0,0.611123827,1,0,3.7851142032,20,0,20,3.7851142032,1,14.8017993561,4.2,4.45,172.0637324065, ,0,cyclist detected,11.1310529709,69,0.225,0.8,rainy,1.9555555556,0,-16.6950479429,0.8334327378
39,3, ,autonomous,0,1,0,0.611123827,1,0,-24.4843053818,20,0,20,-24.4843053818,1,14.9367826378,3.51,4.07,163.9881928501, ,0, ,0,70,-0.535,0.8,rainy,1.9555555556,0,18.017124416,0.7356736291
40,3, ,autonomous,0,1,0,0.611123827,1,0,-104.001347944,20,0,20,-104.001347944,1,15.0656843179,5,4.21,160.1588776066, ,0, ,0,67,0.815,0.8,rainy,1.9555555556,0,96.9652019763,0.5687268236
41,3, ,autonomous,0,1,0,0.611123827,1,0,-85.4552011458,20,0,20,-85.4552011458,1,15.1880451416,4.06,4.38,155.4533018281, ,0, ,0,67,-0.385,0.8,rainy,1.9555555556,0,78.6606610979,0.4830206287
42,3, ,autonomous,0,1,0,0.611123827,1,0,-45.144999633,20,0,20,-45.144999633,1,15.3040009383,5,3.98,154.8035542896, ,0, ,0,74,0.27,0.8,rainy,1.9555555556,0,42.6851964953,0.3327072383
43,3, ,autonomous,0,1,0,0.611123827,1,0,-30.658434845,20,0,20,-30.658434845,1,15.4140583904,5,3.93,158.2428711587, ,0, ,0,73,-0.025,0.8,rainy,1.9555555556,0,29.6730244029,0.2543214877
44,3, ,autonomous,0,1,0,0.611123827,1,0,-23.5763744761,20,0,20,-23.5763744761,1,15.5181835965,5,3.87,159.0583744234, ,0, ,0,81,-0.03,0.8,rainy,1.9555555556,0,26.1578701585,0.1231950615
45,3, ,autonomous,0,1,0,0.611123827,1,0,-15.0635929565,20,0,20,-15.0635929565,1,15.6165686067,3.83,3.9,161.6971735334, ,0, ,0,78,-0.57,0.8,rainy,1.9555555556,0,24.0469064299,0.0482130146
46,3, ,autonomous,0,1,0,0.611123827,1,0,-17.1986088592,15,0,15,-17.1986088592,1,15.6796695742,3.71,3.99,163.8431038438, ,0, ,0,76,-0.015,0.8,rainy,1.9555555556,0,38.9218243212,-0.0380522046
47,3, ,autonomous,0,1,0,0.611123827,1,0,-12.9099337398,20,0,20,-12.9099337398,1,15.635232094,5,4.45,169.8542650406, ,0, ,0,87,0.875,0.8,rainy,1.9555555556,0,82.8319135066,0.0254251523
48,3, ,autonomous,0,1,0,0.611123827,1,0,-6.4671809658,15,0,15,-6.4671809658,1,15.6724562669,3.73,3.8,171.4266122673, ,0, ,0,82,-0.96,0.8,rainy,1.9555555556,0,35.4301345043,-0.017146647
49,3, ,autonomous,0,1,0,0.611123827,1,0,-7.0361459677,20,0,20,-7.0361459677,1,15.6344111415,3.79,4.13,170.3229322796, ,0, ,0,64,0.195,0.8,rainy,1.9555555556,0,19.8595182402,0.0215772659
50,3,truck alarm,autonomous,0,1,0,0.611123827,1,0,-6.7945400479,15,0,15,-6.7945400479,1,15.6710657704,4.02,4.36,156.2402349853,truck detected,39.9605331421,truck detected,33.8245544434,65,0.23,0.8,rainy,1.9555555556,0,15.5207786019,-0.0081844733
51,3,truck alarm,autonomous,0,1,0,0.611123827,1,0,-2.4598031377,20,0,20,-2.4598031377,1,15.6367081766,3.87,3.97,149.4321578004, ,0,truck detected,4.3726873398,67,-0.27,0.8,rainy,1.9555555556,0,10.8661854195,0.0144464247
52,3, ,autonomous,0,1,0,0.6028839551,1,0,-0.9854104421,15,0,15,-0.9854104421,1,15.6683798781,3.66,3.96,145.4418523474, ,0, ,0,71,-0.11,0.8,rainy,1.9555555556,0,17.1264436987,0.0006569614
53,3, ,autonomous,0,1,0,0.6028839551,1,0,2.5814956824,20,0,20,2.5814956824,1,15.641378658,3.65,5,143.7483828307, ,0, ,0,72,0.515,0.8,rainy,1.9555555556,0,13.3130277589,0.0047998645
54,3, ,autonomous,0,1,0,0.6028839551,1,0,8.9833134734,15,0,15,8.9833134734,1,15.6647816213,3.69,4.07,150.4030802551, ,0, ,0,75,-0.445,0.8,rainy,1.9555555556,0,-1.415769021,0.0081137822
55,3, ,autonomous,0,1,0,0.6028839551,1,0,21.723215462,20,0,20,21.723215462,1,15.6416173696,3.87,3.98,154.5451735542, ,0, ,0,74,0.045,0.8,rainy,1.9555555556,0,-6.2893856515,-0.0004521687
56,3, ,autonomous,0,1,0,0.6028839551,1,0,69.9219797669,15,0,15,69.9219797669,1,15.6606572463,3.97,4.23,157.0351758794, ,0, ,0,70,0.175,0.8,rainy,1.9555555556,0,-49.6694767516,0.0138637919
57,3, ,autonomous,0,1,0,0.6028839551,1,0,28.9629535385,15,0,15,28.9629535385,1,15.6553096199,5,4.26,160.8544588856, ,0, ,0,77,0.53,0.8,rainy,1.9555555556,0,1.1786566864,-0.0180783861
58,3, ,autonomous,0,1,0,0.6028839551,1,0,12.8233722724,15,0,15,12.8233722724,1,15.6559884073,3.8,4.1,155.845775021, ,0, ,0,72,-0.68,0.8,rainy,1.9555555556,0,26.3067613311,0.0184289116
59,2, ,autonomous,0,1,0,0.6028839551,1,0,8.726238554,15,0,15,8.726238554,1,15.6628812971,3.73,3.59,146.5931746218, ,0, ,0,73,-0.29,0.8,rainy,1.9555555556,-1,43.4361657321,-0.029104627
60,2, ,autonomous,0,1,0,0.6028839551,1,0,8.4063822819,15,0,15,8.4063822819,1,15.6511546013,3.79,3.5,157.1684531481, ,0, ,0,75,-0.015,0.8,rainy,1.9555555556,0,20.1831537885,0.025386791
61,2, ,autonomous,0,1,0,0.6028839551,1,0,16.1410332566,15,0,15,16.1410332566,1,15.6690368395,4.05,4.14,155.0628004342, ,0, ,0,70,0.45,0.8,rainy,1.9555555556,0,-0.8968086701,-0.0332450416
62,2, ,autonomous,0,1,0,0.6028839551,1,0,15.8945234413,20,0,20,15.8945234413,1,15.6461785225,3.91,4.07,153.2661006039, ,0, ,0,73,-0.105,0.8,rainy,1.9555555556,0,-11.0248430479,0.0270490616
63,2, ,autonomous,0,1,0,0.6028839551,1,0,7.5675444523,15,0,15,7.5675444523,1,15.6728954035,3.75,4.02,157.0351758794, ,0, ,0,74,-0.105,0.8,rainy,1.9555555556,0,-6.7881568475,-0.0365235674
64,2, ,autonomous,0,1,0,0.6028839551,1,0,15.4338298105,20,0,20,15.4338298105,1,15.6411652009,5,5,160.1588776066, ,0, ,0,71,1.115,0.8,rainy,1.9555555556,0,-15.5623166476,0.0297827024
65,2, ,autonomous,0,1,0,0.6028839551,1,0,20.2525030153,15,0,15,20.2525030153,1,15.6745210382,3.98,4,161.8384851918, ,0, ,0,75,-1.01,0.8,rainy,1.9555555556,0,-19.6928625214,-0.0347388851
66,2, ,autonomous,0,1,0,0.6028839551,1,0,30.1416102249,20,0,20,30.1416102249,1,15.6372312338,3.88,5,162.9779327879, ,0, ,0,74,0.45,0.8,rainy,1.9555555556,0,-27.6183441875,0.0303715341
67,2, ,autonomous,0,1,0,0.6028839551,1,0,39.1301336036,15,0,15,39.1301336036,1,15.6744173189,5,5,164.1335390474, ,0, ,0,68,0.56,0.8,rainy,1.9555555556,0,-49.0083961451,-0.0291819946
68,2, ,autonomous,0,1,0,0.6028839551,1,0,52.1624042862,20,0,20,52.1624042862,1,15.6337766701,3.95,4.09,164.8641519388, ,0, ,0,76,-0.98,0.8,rainy,1.9555555556,0,-65.4115361541,0.0297520805
69,2, ,autonomous,0,1,0,0.6028839551,1,0,28.5895360704,15,0,15,28.5895360704,1,15.6765413923,3.92,4.08,165.7495193264, ,0, ,0,67,-0.02,0.8,rainy,1.9555555556,0,-40.6731628669,-0.0244121765
70,2, ,autonomous,0,1,0,0.6028839551,1,0,15.2442245865,20,0,20,15.2442245865,1,15.6357917979,3.89,4.2,166.1957786272, ,0, ,0,67,0.045,0.8,rainy,1.9555555556,0,-25.2309379126,0.0232025081
71,2, ,autonomous,0,1,0,0.6028839551,1,0,4.8696803934,15,0,15,4.8696803934,1,15.6732275842,3.47,3.87,166.7945424826, ,0, ,0,71,-0.375,0.8,rainy,1.9555555556,0,-14.6032749063,-0.0235632578
72,2, ,autonomous,0,1,0,0.6028839551,1,0,0.7793876048,20,0,20,0.7793876048,1,15.636371836,3.76,3.9,167.700821734, ,0, ,0,70,0.16,0.8,rainy,1.9555555556,0,-11.1798074355,0.0247347681
73,2, ,autonomous,0,1,0,0.6028839551,1,0,-0.1284868371,15,0,15,-0.1284868371,1,15.6709479033,3.86,4.06,168.1576646264, ,0, ,0,73,0.13,0.8,rainy,1.9555555556,0,-13.8399669684,-0.0155515015
74,2, ,autonomous,0,1,0,0.6028839551,1,0,0.5596404939,20,0,20,0.5596404939,1,15.6397821531,3.65,3.91,168.1576646264, ,0, ,0,74,-0.18,0.8,rainy,1.9555555556,0,-19.275746532,0.0163198017
75,2, ,autonomous,0,1,0,0.6028839551,1,0,2.5232660374,15,0,15,2.5232660374,1,15.667602768,3.74,3.79,168.924625832, ,0, ,0,71,-0.015,0.8,rainy,1.9555555556,0,-23.4926678609,-0.0046101848
76,2, ,autonomous,0,1,0,0.6028839551,1,0,-9.8782625415,20,0,20,-9.8782625415,1,15.6452353243,3.44,3.73,169.6986152593, ,0, ,0,80,-0.18,0.8,rainy,1.9555555556,0,-9.0169761336,0.0060278012
77,2, ,autonomous,0,1,0,0.6028839551,1,0,-13.2491318679,15,0,15,-13.2491318679,1,15.6635287506,3.33,3.61,170.3229322796, ,0, ,0,76,-0.115,0.8,rainy,1.9555555556,0,-2.7363067169,0.0056123671
78,2, ,autonomous,0,1,0,0.6028839551,1,0,-12.0836267965,15,0,15,-12.0836267965,1,15.6521292158,3.33,3.7,170.9518599562, ,0, ,0,72,0.045,0.8,rainy,1.9555555556,0,72.6931714001,-0.0057838779
79,2, ,autonomous,0,1,0,0.6028839551,1,0,-9.986713326,15,0,15,-9.986713326,1,15.658994306,3.35,3.68,171.4266122673, ,0, ,0,77,0,0.8,rainy,1.9555555556,0,56.5637766401,0.0139890918
80,2, ,autonomous,0,1,0,0.6028839551,1,0,-9.7335945129,15,0,15,-9.7335945129,1,15.6496643263,3.81,3.97,171.9040088015, ,0, ,0,73,0.375,0.8,rainy,1.9555555556,0,57.068148383,-0.0084334406
81,2, ,autonomous,0,1,0,0.6028839551,1,0,-10.4004198307,15,0,15,-10.4004198307,1,15.6611066041,3.91,2.25,170.4797299601, ,0, ,0,72,-0.81,0.8,rainy,1.9555555556,0,59.5533096087,0.0134920167
82,2, ,autonomous,0,1,0,0.6028839551,1,0,-13.9684538055,15,0,15,-13.9684538055,1,15.6553964018,5,5,167.2464543752, ,0, ,0,81,1.92,0.8,rainy,1.9555555556,0,66.2147623468,-0.0189833012
83,2, ,autonomous,0,1,0,0.6028839551,1,0,-18.7161060381,15,0,15,-18.7161060381,1,15.6561019547,5,5,154.6742560168, ,0, ,0,75,0,0.8,rainy,1.9555555556,0,68.8873561773,0.0206022604
84,2, ,autonomous,0,1,0,0.6028839551,1,0,-20.9694018236,15,0,15,-20.9694018236,1,15.6629925831,3.71,3.9,160.7148596959, ,0, ,0,78,-1.195,0.8,rainy,1.9555555556,0,73.2617717315,-0.0245445681
85,2, ,autonomous,0,1,0,0.6028839551,1,0,-18.8952386751,15,0,15,-18.8952386751,1,15.6512631255,3.56,3.65,157.8382473641, ,0, ,0,74,-0.2,0.8,rainy,1.9555555556,0,68.4711804657,0.0229538361
86,2, ,autonomous,0,1,0,0.6028839551,1,0,-15.9854385849,15,0,15,-15.9854385849,1,15.6691411176,3.72,3.83,159.6067290197, ,0, ,0,81,0.17,0.8,rainy,1.9555555556,0,65.7145052902,-0.0322766578
87,2, ,autonomous,0,1,0,0.6028839551,1,0,60.6095446035,20,0,20,60.6095446035,1,15.6463453379,5,5,160.8544588856, ,0, ,0,86,1.225,0.8,rainy,1.9555555556,0,-11.2633536821,0.0270266428
88,2, ,autonomous,0,1,0,0.6028839551,1,0,46.577063314,15,0,15,46.577063314,1,15.6729833979,3.95,4.04,162.121850783, ,0, ,0,85,-1.005,0.8,rainy,1.9555555556,0,5.3247396545,-0.0364778836
89,2, ,autonomous,0,1,0,0.6028839551,1,0,47.3345538702,20,0,20,47.3345538702,1,15.6412308857,3.95,4.11,161.8384851918, ,0, ,0,80,0.035,0.8,rainy,1.9555555556,0,1.423098158,0.029844596
90,2, ,autonomous,0,1,0,0.6028839551,1,0,49.152889778,15,0,15,49.152889778,1,15.6745986208,5,3.82,160.2975121826, ,0, ,0,77,0.38,0.8,rainy,1.9555555556,0,2.1309860323,-0.0347026312
91,2, ,autonomous,0,1,0,0.6028839551,1,0,52.2463085413,20,0,20,52.2463085413,1,15.6364131006,5,5,162.4062104135, ,0, ,0,76,0.59,0.8,rainy,1.9555555556,0,-4.192204882,0.0312966961
92,2, ,autonomous,0,1,0,0.6028839551,1,0,50.1712501392,15,0,15,50.1712501392,1,15.6767042151,3.52,5,163.6982713463, ,0, ,0,71,-0.74,0.8,rainy,1.9555555556,0,-2.8380999505,-0.0367131387
93,2, ,autonomous,0,1,0,0.6028839551,1,0,52.2923699079,20,0,20,52.2923699079,1,15.638448015,3.8,4.05,164.5711276414, ,0, ,0,71,-0.335,0.8,rainy,1.9555555556,0,80.5852023111,-0.0411176214
94,2, ,autonomous,0,1,0,0.6028839551,1,0,49.5759417907,15,0,15,49.5759417907,1,15.6742169617,3.76,3.93,165.0110557407, ,0, ,0,69,-0.08,0.8,rainy,1.9555555556,0,-52.4066685981,-3.4013532065
95,2, ,autonomous,0,1,0,0.6028839551,1,0,49.7290667053,20,0,20,49.7290667053,1,15.6368644598,5,3.67,165.6012983142, ,0, ,0,77,0.49,0.8,rainy,1.9555555556,0,-62.2544572829,-9.8833307901
96,2, ,autonomous,0,1,0,0.6028839551,1,0,49.3461909214,15,0,15,49.3461909214,1,15.6733719808,3.79,4.14,166.3450662053, ,0, ,0,69,-0.37,0.8,rainy,1.9555555556,0,-44.3133435726,-11.9909290954
97,2, ,autonomous,0,1,0,0.6028839551,1,0,51.9018029685,20,0,20,51.9018029685,1,15.6365055143,3.82,4.18,167.0955452328, ,0, ,0,69,0.035,0.8,rainy,1.9555555556,0,-57.3506604142,-11.2498434663
98,2, ,autonomous,0,1,0,0.6028839551,1,0,48.7576520282,15,0,15,48.7576520282,1,15.6710754817,3.83,5,167.5490918839, ,0, ,0,74,0.415,0.8,rainy,1.9555555556,0,-49.2293500505,-10.6837171172
99,2, ,autonomous,0,1,0,0.6028839551,1,0,51.2838758103,20,0,20,51.2838758103,1,15.6398959896,5,5,168.1576646264, ,0, ,0,69,0.585,0.8,rainy,1.9555555556,0,-51.6469147258,-9.9453936301
100,2, ,autonomous,0,1,0,0.6028839551,1,0,48.0541036593,15,0,15,48.0541036593,1,15.6677097967,3.53,4.04,169.0788583795, ,0, ,0,69,-1.215,0.8,rainy,1.9555555556,0,-48.3399367818,-9.1836403249
101,2, ,autonomous,0,1,0,0.6028839551,1,0,47.3331501887,20,0,20,47.3331501887,1,15.6399910764,4.2,4.35,169.5432504832, ,0, ,0,74,0.49,0.8,rainy,1.9555555556,0,-47.5246521126,-8.569931437
102,2,pedestrian alarm,autonomous,0,1,0,0.6028839551,1,16.6626930237,132.8775722191,0,16.6626930237,0,132.8775722191,1,15.5973303936,4.27,4.51,164.1335390474, ,0,pedestrian detected,28.6674613953,74,0.115,0.8,rainy,1.9555555556,0,-132.9897848212,-8.0515178771
103,2,pedestrian alarm,autonomous,0,1,0,0.6028839551,1,88.0374383926,-2.8307268074,0,88.0374383926,0,-2.8307268074,1,12.2728637552,4.02,4.53,145.6706677543, ,0,pedestrian detected,14.3925123215,76,-0.115,0.8,rainy,1.9555555556,0,2.7282356241,-4.3346296065
104,2,pedestrian alarm,autonomous,0,1,0,0.6028839551,1,100,-12.5253905776,0,100,0,-12.5253905776,1,5.7535336697,4.38,4.6,144.4210161463, ,0,pedestrian detected,5.9137339592,78,0.215,0.8,rainy,1.9555555556,0,12.463112821,2.5167393745
105,2, ,autonomous,0,1,0,0.6028839551,1,0,5.0328473489,20,0,20,5.0328473489,1,3.6824428853,4.28,4.34,139.2098449202, ,0, ,0,67,-0.18,0.8,rainy,1.9555555556,0,-5.0950181524,4.9051802093
106,2, ,autonomous,0,1,0,0.6028839551,1,0,-5.4488574457,20,0,20,-5.4488574457,1,4.3866620479,4.1,5,144.7596988998, ,0, ,0,76,0.24,0.8,rainy,1.9555555556,0,5.4235480623,4.5173288433
107,2, ,autonomous,0,1,0,0.6028839551,1,0,-0.4716980223,20,0,20,-0.4716980223,1,4.9873583646,4.05,4.13,151.5105602861, ,0, ,0,75,-0.46,0.8,rainy,1.9555555556,0,0.4554327111,4.2382303428
108,2, ,autonomous,0,1,0,0.6028839551,1,0,-0.3630389155,20,0,20,-0.3630389155,1,5.6945023596,3.52,3.95,155.1927493947, ,0, ,0,68,-0.355,0.8,rainy,1.9555555556,0,0.3427647317,4.0387936398
109,2, ,autonomous,0,1,0,0.6028839551,1,0,-0.2858331225,20,0,20,-0.2858331225,1,6.4840694718,3.97,4.12,157.1684531481, ,0, ,0,69,0.31,0.8,rainy,1.9555555556,0,0.276045098,3.5708168804
110,2, ,autonomous,0,1,0,0.6028839551,1,0,-0.191501924,20,0,20,-0.191501924,1,7.0700596394,4.14,4.14,158.7856076725, ,0, ,0,71,0.095,0.8,rainy,1.9555555556,0,0.1987992239,3.2738986738
111,2, ,autonomous,0,1,0,0.6028839551,1,0,-0.1122126021,20,0,20,-0.1122126021,1,7.5458125165,4.23,4.52,159.7444089457, ,0, ,0,70,0.235,0.8,rainy,1.9555555556,0,0.1310817567,3.057721309
